backend_label,actual_backend,L,profile,arm,seed,dx,dy,dz,n,tick,source_real,source_imag,source_abs,div_real,div_imag,div_abs,occupancy,global_charge,removed_since_last,cumulative_removed,history_evaporation,history_other,history_required,history_enabled,toggles_valid,event_valid,source_valid,field_valid,execution_valid
wsl2_cuda,gpu,32,full,isolated,3,1,0,0,1,7,0.030959528964654405,-0.30381592453121792,0.30538927360415258,0,0,0,15658,-54,1785,17110,0,0,0,0,1,1,1,1,1
wsl2_cuda,gpu,32,full,isolated,3,1,0,0,1,8,0.028189926967347744,-0.27274134182548776,0.27419429520541078,0,0,0,14066,-58,1592,18702,0,0,0,0,1,1,1,1,1
wsl2_cuda,gpu,32,full,isolated,3,1,0,0,1,9,0.023315326653183442,-0.24538643980116312,0.24649160086143806,0,0,0,12659,-45,1407,20109,0,0,0,0,1,1,1,1,1
wsl2_cuda,gpu,32,full,isolated,3,1,0,0,1,10,0.020313947739821543,-0.22188924277865216,0.22281717288768349,0,0,0,11425,-79,1234,21343,0,0,0,0,1,1,1,1,1
wsl2_cuda,gpu,32,full,isolated,3,1,0,0,1,11,0.017903521008222231,-0.20068851386375228,0.20148552221272215,0,0,0,10355,-71,1070,22413,0,0,0,0,1,1,1,1,1
wsl2_cuda,gpu,32,full,isolated,3,1,0,0,1,12,0.016222555832848189,-0.18024172277264291,0.18097030128117747,0,0,0,9303,-61,1052,23465,0,0,0,0,1,1,1,1,1
wsl2_cuda,gpu,32,full,isolated,3,1,0,0,1,13,0.015780227638580561,-0.16270394452195666,0.16346739475298849,0,0,0,8384,-78,919,24384,0,0,0,0,1,1,1,1,1
wsl2_cuda,gpu,32,full,isolated,3,1,0,0,1,14,0.013031417622523859,-0.14591219927804633,0.14649296141251608,0,0,0,7534,-24,850,25234,0,0,0,0,1,1,1,1,1
wsl2_cuda,gpu,32,full,isolated,3,1,0,0,1,15,0.01180553016426205,-0.13031597400834216,0.13084962217829371,0,0,0,6770,-22,764,25998,0,0,0,0,1,1,1,1,1
wsl2_cuda,gpu,32,full,isolated,3,1,0,0,1,16,0.010609316085187635,-0.11758855400178433,0.11806619168934844,0,0,0,6113,-29,657,26655,0,0,0,0,1,1,1,1,1
wsl2_cuda,gpu,32,full,coupled,3,1,0,0,1,0,0.0625,-0.63457314922559527,0.63764357733618682,0,0,0,32768,0,0,0,0,0,0,0,1,1,1,1,1
wsl2_cuda,gpu,32,full,coupled,3,1,0,0,1,1,0.058089149342556323,-0.57044705426940567,0.57339706224917486,0.00020320487987497685,-0.0020631737689642371,0.0020731565845702776,29589,53,3179,3179,0,0,0,0,1,1,1,1,1
wsl2_cuda,gpu,32,full,coupled,3,1,0,0,1,2,0.05194825181560471,-0.51955964776065,0.52215021636294301,0.00059267072105202343,-0.0059546006698332366,0.0059840227038983366,27192,32,2397,5576,0,0,0,0,1,1,1,1,1
